Auto parts for foreign cars,Auto repair and maintenance (SRT),Alcoholic drinks,Pharmacy,Banks,Fast food,Delivery of ready meals,Womens clothing,Cafe,Cosmetics / Perfume,Nail studios,Vegetables / Fruits,Hairdressers,Payment terminals,Postamats,Grocery stores,Points for issuing online orders,Restaurants,Insurance, Supermarkets,Flowers,Tire Service,population,bus_stop,subway_entrance,tram_stops,primary,primary_link,secondary,secondary_link,tertiary,residential,motorway,unclassified,target
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13351.5
0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4762.666666666666
0,0,0,2,0,3,0,21,0,9,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21314.33333333333
0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14243.333333333332
0,0,0,2,0,5,0,2,0,2,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12770.833333333332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,479,0,0,0,0,0,0,0,0,0,0,0,28.383333333333336
0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248.5
0,0,0,2,0,0,0,0,0,6,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.33333333333331
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282.116666666667
0,0,0,0,0,6,0,40,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227.8333333333333
0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12160.0
0,0,0,2,1,6,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24322.333333333336
0,0,0,2,1,0,0,21,0,3,0,0,2,4,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.66666666666667
0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4656.5
0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5
0,0,1,5,0,0,2,12,0,1,4,0,0,1,1,0,1,4,1,2,0,0,2332,0,0,0,0,0,0,0,0,0,0,0,7552.333333333334
0,0,1,0,1,0,0,43,0,3,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38892.833333333336
0,0,1,0,1,0,0,43,0,3,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.83333333333333
0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13836.5
0,0,0,0,1,0,0,8,0,0,3,0,1,1,3,1,2,0,1,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,131.16666666666666
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322.833333333332
0,0,1,0,1,0,0,36,0,1,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8819.333333333334
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,262.6666666666667
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.833333333333336
0,0,0,2,0,4,2,0,0,1,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12522.5
0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,105.66666666666666
0,0,0,2,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5
0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20404.5
0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,40601.0
0,0,0,0,4,0,0,3,1,6,1,0,3,0,0,0,1,0,0,3,0,0,530,0,0,0,0,0,0,0,0,0,0,0,90.83333333333334
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,2258.0
0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,319,0,0,0,0,0,0,0,0,0,0,0,23.48333333333333
0,0,0,2,0,2,0,0,1,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.66666666666666
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20679.166666666668
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,14514.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8979.666666666666
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403.333333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.0000000000001
0,0,0,2,1,2,1,3,1,2,0,1,2,4,4,2,1,0,3,2,1,0,264,0,0,0,0,0,0,0,0,0,0,0,9703.333333333334
0,0,1,2,0,6,2,10,2,3,0,0,0,3,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12377.333333333336
0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14902.0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,92.0
0,0,1,0,0,6,0,42,0,6,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29623.000000000004
0,0,1,0,0,6,0,42,0,6,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.53333333333333
0,0,0,2,0,1,0,10,2,5,3,0,2,4,5,1,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,115.66666666666669
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17185.166666666668
0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18515.33333333333
0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.3333333333337
0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,39393.833333333336
0,0,0,2,0,6,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24914.5
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,529,0,0,0,0,0,0,0,0,0,0,0,3860.0
0,0,1,2,2,3,0,7,2,3,3,0,1,2,6,0,2,0,0,2,0,0,571,0,0,0,0,0,0,0,0,0,0,0,10166.0
0,0,0,2,0,6,2,9,1,6,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.66666666666667
0,0,0,0,1,1,0,10,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15852.333333333332
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,493.1666666666666
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216.4999999999995
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.3333333333333
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832.166666666666
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.23333333333335
0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10094.166666666666
0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38459.49999999999
0,0,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,1319.8333333333333
0,0,1,0,0,3,2,45,0,7,0,0,1,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20618.166666666664
0,0,1,0,0,3,2,45,0,7,0,0,1,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103.83333333333334
0,0,1,0,0,3,0,27,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169.333333333334
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.66666666666666
0,0,1,0,0,5,3,3,0,4,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7628.333333333334
0,0,1,0,0,5,3,3,0,4,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5
0,0,1,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,965,0,0,0,0,0,0,0,0,0,0,0,19567.33333333333
0,0,0,2,2,0,0,3,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10523.666666666666
0,0,0,0,1,6,0,19,0,4,0,0,4,4,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23519.5
0,0,0,0,1,6,0,19,0,4,0,0,4,4,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5
0,0,0,0,0,11,0,19,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.66666666666669
